,K,m,cluster mean phase velocity,cluster size,type,$r$\'s temporal std
11574,5.0,8.9,0.1044505134242231,291.0,main,0.1667324142015418
11575,5.0,8.9,-0.8515047571183154,76.0,2nd cluster(-),0.1667324142015418
11576,5.0,8.9,1.059500048043855,56.0,2nd cluster(+),0.1667324142015418
11577,5.1,8.9,0.1189095332093437,290.0,main,0.1671438098028284
11578,5.1,8.9,-0.8104794457155132,77.0,2nd cluster(-),0.1671438098028284
11579,5.1,8.9,1.046353235621096,54.0,2nd cluster(+),0.1671438098028284
11580,5.199999999999999,8.9,0.1086847109548327,294.0,main,0.1630317340691451
11581,5.199999999999999,8.9,-0.8473807937155711,74.0,2nd cluster(-),0.1630317340691451
11582,5.199999999999999,8.9,1.059641286055185,55.0,2nd cluster(+),0.1630317340691451
11583,5.299999999999999,8.9,0.1130593010712153,293.0,main,0.1682180439673568
11584,5.299999999999999,8.9,-0.8371610168249454,79.0,2nd cluster(-),0.1682180439673568
11585,5.299999999999999,8.9,1.062342925283464,53.0,2nd cluster(+),0.1682180439673568
11586,5.399999999999999,8.9,0.1118483281123622,292.0,main,0.1689637065595966
11587,5.399999999999999,8.9,-0.8162046028780268,77.0,2nd cluster(-),0.1689637065595966
11588,5.399999999999999,8.9,1.040487963291571,54.0,2nd cluster(+),0.1689637065595966
11589,5.499999999999998,8.9,0.1105240763386186,305.0,main,0.1683415710128342
11590,5.499999999999998,8.9,-0.903988765926113,76.0,2nd cluster(-),0.1683415710128342
11591,5.499999999999998,8.9,1.125147615321838,54.0,2nd cluster(+),0.1683415710128342
11592,5.599999999999998,8.9,0.06319766293474599,327.0,main,0.1370099583799596
11593,5.599999999999998,8.9,-0.9813944694556442,55.0,2nd cluster(-),0.1370099583799596
11594,5.599999999999998,8.9,1.108121599999768,52.0,2nd cluster(+),0.1370099583799596
11595,5.699999999999998,8.9,0.1156626815277019,301.0,main,0.1666494314973657
11596,5.699999999999998,8.9,-0.8415701618216951,75.0,2nd cluster(-),0.1666494314973657
11597,5.699999999999998,8.9,1.071047623383249,52.0,2nd cluster(+),0.1666494314973657
11598,5.799999999999997,8.9,0.09954192185404483,300.0,main,0.1726969562400286
11599,5.799999999999997,8.9,-0.8922015713986011,76.0,2nd cluster(-),0.1726969562400286
11600,5.799999999999997,8.9,1.084424310672112,59.0,2nd cluster(+),0.1726969562400286
11601,5.899999999999997,8.9,0.08889558478762913,300.0,main,0.1739658066221555
11602,5.899999999999997,8.9,-0.8958256732298285,74.0,2nd cluster(-),0.1739658066221555
11603,5.899999999999997,8.9,1.069106465738168,60.0,2nd cluster(+),0.1739658066221555
11604,5.999999999999996,8.9,0.09277427576446538,308.0,main,0.1622313199649346
11605,5.999999999999996,8.9,-0.9102778842410015,72.0,2nd cluster(-),0.1622313199649346
11606,5.999999999999996,8.9,1.095857993584483,55.0,2nd cluster(+),0.1622313199649346
11607,6.099999999999996,8.9,0.06642237119504568,323.0,main,0.1532237013599863
11608,6.099999999999996,8.9,-0.9808076934130519,62.0,2nd cluster(-),0.1532237013599863
11609,6.099999999999996,8.9,1.11540687563259,55.0,2nd cluster(+),0.1532237013599863
11610,6.199999999999996,8.9,0.08404008154970259,320.0,main,0.1462082278625241
11611,6.199999999999996,8.9,-0.9295662966419153,63.0,2nd cluster(-),0.1462082278625241
11612,6.199999999999996,8.9,1.098966720496243,52.0,2nd cluster(+),0.1462082278625241
11613,6.299999999999995,8.9,0.07958908921423685,328.0,main,0.1466662515799025
11614,6.299999999999995,8.9,-0.976339218784163,62.0,2nd cluster(-),0.1466662515799025
11615,6.299999999999995,8.9,1.13304837294389,51.0,2nd cluster(+),0.1466662515799025
11616,6.399999999999995,8.9,0.07285392310709936,317.0,main,0.1539576330987521
11617,6.399999999999995,8.9,-0.9189606427539152,63.0,2nd cluster(-),0.1539576330987521
11618,6.399999999999995,8.9,1.059725180293644,55.0,2nd cluster(+),0.1539576330987521
11619,6.499999999999995,8.9,-0.0252856692729633,365.0,main,0.1026088354640124
11620,6.499999999999995,8.9,1.132567147845925,50.0,2nd cluster(+),0.1026088354640124
11621,6.499999999999995,8.9,-1.180504431830555,29.0,2nd cluster(-),0.1026088354640124
11622,6.599999999999994,8.9,0.03776721421329395,346.0,main,0.1309517699916868
11623,6.599999999999994,8.9,-1.62327308198812,17.0,2nd cluster(-),0.1309517699916868
11624,6.699999999999994,8.9,0.02349529269780424,359.0,main,0.1116060987571012
11625,6.699999999999994,8.9,1.154941328541449,45.0,2nd cluster(+),0.1116060987571012
11626,6.699999999999994,8.9,-1.1087626716155,41.0,2nd cluster(-),0.1116060987571012
11627,6.799999999999994,8.9,0.05716094909654407,360.0,main,0.1153130282086226
11628,6.799999999999994,8.9,-1.067241559344855,47.0,2nd cluster(-),0.1153130282086226
11629,6.799999999999994,8.9,1.183151345505721,39.0,2nd cluster(+),0.1153130282086226
11630,6.899999999999993,8.9,0.0626981158096472,360.0,main,0.116442339840399
11631,6.899999999999993,8.9,-1.060722256817672,48.0,2nd cluster(-),0.116442339840399
11632,6.899999999999993,8.9,1.178236012374381,38.0,2nd cluster(+),0.116442339840399
11633,6.999999999999993,8.9,-0.009396362343893492,360.0,main,0.11145225983948
11634,6.999999999999993,8.9,1.126938217011569,52.0,2nd cluster(+),0.11145225983948
11635,6.999999999999993,8.9,-1.145925655359753,34.0,2nd cluster(-),0.11145225983948
11636,7.099999999999993,8.9,0.01412263269732859,357.0,main,0.1158859257908015
11637,7.099999999999993,8.9,1.143280484998058,49.0,2nd cluster(+),0.1158859257908015
11638,7.099999999999993,8.9,-1.114894796753725,40.0,2nd cluster(-),0.1158859257908015
11639,7.199999999999992,8.9,0.01886122342971968,361.0,main,0.110964190008836
11640,7.199999999999992,8.9,1.149731105329068,46.0,2nd cluster(+),0.110964190008836
11641,7.199999999999992,8.9,-1.110280062636356,39.0,2nd cluster(-),0.110964190008836
11642,7.299999999999992,8.9,0.01399192346428196,361.0,main,0.1106924398599668
11643,7.299999999999992,8.9,1.144269966619616,47.0,2nd cluster(+),0.1106924398599668
11644,7.299999999999992,8.9,-1.113950635369241,38.0,2nd cluster(-),0.1106924398599668
11645,7.399999999999991,8.9,0.02996537675684859,353.0,main,0.1174996238590645
11646,7.399999999999991,8.9,1.128505492534562,48.0,2nd cluster(+),0.1174996238590645
11647,7.399999999999991,8.9,-1.062384460453111,45.0,2nd cluster(-),0.1174996238590645
11648,7.499999999999991,8.9,0.01359260327284555,365.0,main,0.1054340609864501
11649,7.499999999999991,8.9,1.150971497757582,45.0,2nd cluster(+),0.1054340609864501
11650,7.499999999999991,8.9,-1.122488214426456,36.0,2nd cluster(-),0.1054340609864501
11651,7.599999999999991,8.9,-0.001562083106806742,374.0,main,0.09368430138934371
11652,7.599999999999991,8.9,1.158682384456707,43.0,2nd cluster(+),0.09368430138934371
11653,7.599999999999991,8.9,-1.161431606639134,29.0,2nd cluster(-),0.09368430138934371
11654,7.69999999999999,8.9,0.01695371639837087,364.0,main,0.1074750373329013
11655,7.69999999999999,8.9,1.143316144670635,45.0,2nd cluster(+),0.1074750373329013
11656,7.69999999999999,8.9,-1.108471685512395,37.0,2nd cluster(-),0.1074750373329013
11657,7.79999999999999,8.9,0.02628869878205271,372.0,main,0.09811045659297465
11658,7.79999999999999,8.9,1.161394526113399,39.0,2nd cluster(+),0.09811045659297465
11659,7.79999999999999,8.9,-1.107168440470261,35.0,2nd cluster(-),0.09811045659297465
11660,7.89999999999999,8.9,0.02573592804975609,395.0,main,0.0654421032595039
11661,7.89999999999999,8.9,1.216109782175857,27.0,2nd cluster(+),0.0654421032595039
11662,7.89999999999999,8.9,-1.165562763972293,24.0,2nd cluster(-),0.0654421032595039
11663,7.999999999999989,8.9,0.009317180531688946,380.0,main,0.0860080383103485
11664,7.999999999999989,8.9,1.161978653032163,38.0,2nd cluster(+),0.0860080383103485
11665,7.999999999999989,8.9,-1.140236081888119,28.0,2nd cluster(-),0.0860080383103485
11666,8.099999999999989,8.9,0.02976403434906276,400.0,main,0.0606473998546602
11667,8.099999999999989,8.9,1.248996006264809,26.0,2nd cluster(+),0.0606473998546602
11668,8.099999999999989,8.9,-1.176477441195788,22.0,2nd cluster(-),0.0606473998546602
11669,8.199999999999989,8.9,0.01975569960556546,406.0,main,0.05353954768487238
11670,8.199999999999989,8.9,1.265281583310286,25.0,2nd cluster(+),0.05353954768487238
11671,8.199999999999989,8.9,-1.227120994185278,17.0,2nd cluster(-),0.05353954768487238
11672,8.299999999999988,8.9,0.04234106718741928,397.0,main,0.06206340085395482
11673,8.299999999999988,8.9,-1.15150438040223,26.0,2nd cluster(-),0.06206340085395482
